StoreID,Year,Month,SalesTarget
S103,2025,8,48952.26
S103,2025,9,42397.34
S103,2025,10,15730.92
S103,2025,11,55835.02
S103,2025,12,32983.98
S104,2021,1,43120.17
S104,2021,2,17600.73
S104,2021,3,44416.73
S104,2021,4,53639.78
S104,2021,5,28232.52
S104,2021,6,32034.6
S104,2021,7,45300.64
S104,2021,8,38057.43
S104,2021,9,23451.93
S104,2021,10,33455.02
S104,2021,11,31291.95
S104,2021,12,37044.62
S104,2022,1,32540.26
S104,2022,2,35872.43
S104,2022,3,57852.24
S104,2022,4,26580.94
S104,2022,5,36268.79
S104,2022,6,19613.74
S104,2022,7,58067.98
S104,2022,8,38706.46
S104,2022,9,34628.1
S104,2022,10,42553.23
S104,2022,11,62301.8
S104,2022,12,49202.23
S104,2023,1,42433.76
S104,2023,2,26595.4
S104,2023,3,27958.66
S104,2023,4,27792.55
S104,2023,5,47735.63
S104,2023,6,22946.78
S104,2023,7,57469.95
S104,2023,8,57512.15
S104,2023,9,39951.83
S104,2023,10,30458.64
S104,2023,11,45811.36
S104,2023,12,31445.84
S104,2024,1,44160.61
S104,2024,2,13580.36
S104,2024,3,53788.6
S104,2024,4,22339.01
S104,2024,5,49160.32
S104,2024,6,40174.91
S104,2024,7,55653.91
S104,2024,8,38537.78
S104,2024,9,42965.84
S104,2024,10,31794.79
S104,2024,11,35410.79
S104,2024,12,77151.96
S104,2025,1,31094.86
S104,2025,2,36906.99
S104,2025,3,15371.55
S104,2025,4,40619.32
S104,2025,5,51300.09
S104,2025,6,42227.21
S104,2025,7,58207.46
S104,2025,8,27752.07
S104,2025,9,24428.82
S104,2025,10,42042.29
S104,2025,11,68611.15
S104,2025,12,47013.96
S105,2021,1,25301.25
S105,2021,2,22642.0
S105,2021,3,20607.04
S105,2021,4,39725.16
S105,2021,5,24063.41
S105,2021,6,16693.6
S105,2021,7,41636.3
S105,2021,8,41491.63
S105,2021,9,27328.59
S105,2021,10,39771.54
S105,2021,11,75048.09
S105,2021,12,31917.59
S105,2022,1,23260.02
S105,2022,2,23643.67
S105,2022,3,47837.66
S105,2022,4,44027.53
S105,2022,5,45013.29
S105,2022,6,38235.52
S105,2022,7,34513.72
S105,2022,8,35248.82
S105,2022,9,39250.23
S105,2022,10,41072.58
S105,2022,11,46233.63
S105,2022,12,43402.11
S105,2023,1,16823.31
S105,2023,2,39535.71
S105,2023,3,53481.15
S105,2023,4,16001.21
S105,2023,5,53848.07
S105,2023,6,53480.18
S105,2023,7,41290.89
S105,2023,8,18825.16
S105,2023,9,26738.8
S105,2023,10,34814.16
S105,2023,11,24299.08
S105,2023,12,21039.54
S105,2024,1,41770.95
S105,2024,2,43289.6
S105,2024,3,26731.95
S105,2024,4,57812.9
S105,2024,5,47212.09
S105,2024,6,57539.83
S105,2024,7,19618.31
S105,2024,8,32648.5
S105,2024,9,52317.12
S105,2024,10,33847.41
S105,2024,11,62081.89
S105,2024,12,19503.01
S105,2025,1,25705.52
S105,2025,2,33512.85
S105,2025,3,37733.24
S105,2025,4,57465.73
S105,2025,5,45880.12
S105,2025,6,32296.18
S105,2025,7,44798.39
S105,2025,8,26734.18
S105,2025,9,54906.83
S105,2025,10,45739.08
S105,2025,11,31458.0
S105,2025,12,60116.21
S106,2021,1,49839.37
S106,2021,2,26823.6
S106,2021,3,54941.63
S106,2021,4,59252.22
S106,2021,5,40896.77
S106,2021,6,29744.98
S106,2021,7,54732.45
S106,2021,8,59648.7
S106,2021,9,27520.75
S106,2021,10,49176.1
S106,2021,11,20473.37
S106,2021,12,39104.74
S106,2022,1,28392.75
S106,2022,2,45525.36
S106,2022,3,40947.64
S106,2022,4,57677.63
S106,2022,5,36801.26
S106,2022,6,28989.0
S106,2022,7,21107.15
S106,2022,8,47036.99
S106,2022,9,55554.04
S106,2022,10,55555.85
S106,2022,11,66031.18
S106,2022,12,44926.06
S106,2023,1,30789.8
S106,2023,2,39640.05
S106,2023,3,41452.23
S106,2023,4,55477.89
S106,2023,5,51069.18
S106,2023,6,20596.72
S106,2023,7,58153.47
S106,2023,8,53001.8
S106,2023,9,29869.73
S106,2023,10,59115.19
S106,2023,11,59425.6
S106,2023,12,33581.97
S106,2024,1,25132.52
S106,2024,2,39744.0
S106,2024,3,37072.61
S106,2024,4,48505.57
S106,2024,5,49000.65
S106,2024,6,54354.5
S106,2024,7,28538.45
S106,2024,8,59672.24
S106,2024,9,18210.52
S106,2024,10,33507.24
S106,2024,11,63718.76
S106,2024,12,49762.16
S106,2025,1,23747.72
S106,2025,2,22101.89
S106,2025,3,48689.48
S106,2025,4,53675.31
S106,2025,5,54067.76
S106,2025,6,45202.79
S106,2025,7,23813.81
S106,2025,8,38046.7
S106,2025,9,24933.06
S106,2025,10,47404.07
S106,2025,11,24447.94
S106,2025,12,64532.16
S107,2021,1,45268.39
S107,2021,2,18154.81
S107,2021,3,39717.22
S107,2021,4,31981.76
S107,2021,5,30005.86
S107,2021,6,58507.71
S107,2021,7,42467.55
S107,2021,8,24377.83
S107,2021,9,49159.14
S107,2021,10,43921.52
S107,2021,11,48967.33
S107,2021,12,41079.1
S107,2022,1,47425.58
S107,2022,2,47316.61
S107,2022,3,37037.65
S107,2022,4,30762.52
S107,2022,5,31922.15
S107,2022,6,36368.17
S107,2022,7,55119.01
S107,2022,8,32428.11
S107,2022,9,33672.93
S107,2022,10,17322.25
S107,2022,11,30866.73
S107,2022,12,44214.03
S107,2023,1,22455.15
S107,2023,2,38760.11
S107,2023,3,24507.82
S107,2023,4,41781.0
S107,2023,5,33133.49
S107,2023,6,50139.74
S107,2023,7,31988.4
S107,2023,8,48243.73
S107,2023,9,26007.23
S107,2023,10,19722.82
S107,2023,11,23708.45
S107,2023,12,75835.73
S107,2024,1,20253.74
S107,2024,2,26932.48
S107,2024,3,45583.24
S107,2024,4,18994.98
S107,2024,5,47132.9
S107,2024,6,48425.31
S107,2024,7,17151.77
S107,2024,8,54725.79
S107,2024,9,52718.93
S107,2024,10,54865.9
S107,2024,11,37135.01
S107,2024,12,70183.64
S107,2025,1,30382.64
S107,2025,2,46644.93
S107,2025,3,22787.67
S107,2025,4,33606.44
S107,2025,5,21115.72
S107,2025,6,26025.13
S107,2025,7,32658.6
S107,2025,8,39218.22
S107,2025,9,46347.92
S107,2025,10,37924.81
S107,2025,11,72251.14
S107,2025,12,51924.68
S108,2021,1,46657.66
S108,2021,2,31430.72
S108,2021,3,37315.41
S108,2021,4,50260.05
S108,2021,5,58478.48
S108,2021,6,53641.06
S108,2021,7,42597.41
S108,2021,8,45786.23
S108,2021,9,44252.85
S108,2021,10,57342.71
S108,2021,11,68599.68
S108,2021,12,61202.43
S108,2022,1,18041.4
S108,2022,2,26295.92
S108,2022,3,23561.62
S108,2022,4,48745.71
S108,2022,5,50424.52
S108,2022,6,54517.99
S108,2022,7,54114.58
S108,2022,8,58303.64
S108,2022,9,50280.37
S108,2022,10,36428.92
S108,2022,11,46745.26
S108,2022,12,52118.0
S108,2023,1,23513.27
S108,2023,2,22891.54
S108,2023,3,21763.39
S108,2023,4,58123.39
S108,2023,5,36600.83
S108,2023,6,36026.06
S108,2023,7,18623.27
S108,2023,8,41854.78
S108,2023,9,30782.95
S108,2023,10,28412.14
S108,2023,11,23947.83
S108,2023,12,63631.29
S108,2024,1,42069.8
S108,2024,2,37679.08
S108,2024,3,24358.24
S108,2024,4,42989.56
S108,2024,5,17618.5
S108,2024,6,16454.32
S108,2024,7,47293.22
S108,2024,8,40693.89
S108,2024,9,27499.34
S108,2024,10,16507.37
S108,2024,11,43428.91
S108,2024,12,42808.04
S108,2025,1,40518.45
S108,2025,2,18488.08
S108,2025,3,48518.93
S108,2025,4,47505.82
S108,2025,5,30453.24
S108,2025,6,38640.02
S108,2025,7,58136.56
S108,2025,8,30008.95
S108,2025,9,44575.13
S108,2025,10,31445.56
S108,2025,11,39504.45
S108,2025,12,30047.16
S109,2021,1,20410.89
S109,2021,2,38638.9
S109,2021,3,57366.9
S109,2021,4,34342.68
S109,2021,5,16435.13
S109,2021,6,45759.22
S109,2021,7,56195.28
S109,2021,8,49321.12
S109,2021,9,53776.54
S109,2021,10,16656.86
S109,2021,11,46785.28
S109,2021,12,69544.83
S109,2022,1,34576.21
S109,2022,2,15759.56
S109,2022,3,17696.85
S109,2022,4,26048.17
S109,2022,5,28844.92
S109,2022,6,59532.0
S109,2022,7,44955.37
S109,2022,8,52101.23
S109,2022,9,18500.85
S109,2022,10,42000.32
S109,2022,11,64274.92
S109,2022,12,48859.06
S109,2023,1,35377.53
S109,2023,2,28015.66
S109,2023,3,29146.12
S109,2023,4,18615.74
S109,2023,5,39642.84
S109,2023,6,45728.13
S109,2023,7,29322.67
S109,2023,8,24676.64
S109,2023,9,58274.77
S109,2023,10,50439.99
S109,2023,11,35685.89
S109,2023,12,44443.54
S109,2024,1,24682.43
S109,2024,2,24470.28
S109,2024,3,35190.48
S109,2024,4,56549.26
S109,2024,5,37982.7
S109,2024,6,49385.17
S109,2024,7,33376.32
S109,2024,8,36908.74
S109,2024,9,15002.7
S109,2024,10,47424.62
S109,2024,11,62385.04
S109,2024,12,43579.11
S109,2025,1,38423.96
S109,2025,2,45587.6
S109,2025,3,52525.22
S109,2025,4,39640.2
S109,2025,5,21626.76
S109,2025,6,42634.95
S109,2025,7,48316.83
S109,2025,8,47040.67
S109,2025,9,31598.7
S109,2025,10,30439.21
S109,2025,11,54623.34
S109,2025,12,41433.24
S110,2021,1,32898.34
S110,2021,2,36420.02
S110,2021,3,27430.19
S110,2021,4,22383.21
S110,2021,5,25470.17
S110,2021,6,25420.08
S110,2021,7,47849.77
S110,2021,8,40841.32
S110,2021,9,23367.11
S110,2021,10,34026.59
S110,2021,11,36217.7
S110,2021,12,20514.92
S110,2022,1,23392.66
S110,2022,2,31155.09
S110,2022,3,25888.61
S110,2022,4,39076.35
S110,2022,5,22863.08
S110,2022,6,22000.47
S110,2022,7,26401.96
S110,2022,8,30954.9
S110,2022,9,24732.67
S110,2022,10,18970.77
S110,2022,11,42230.16
S110,2022,12,21385.54
S110,2023,1,31284.17
S110,2023,2,30003.32
S110,2023,3,25963.62
S110,2023,4,39829.35
S110,2023,5,52710.38
S110,2023,6,26399.87
S110,2023,7,47995.46
S110,2023,8,37515.42
S110,2023,9,22544.68
S110,2023,10,35484.32
S110,2023,11,70087.52
S110,2023,12,67915.41
S110,2024,1,12851.85
S110,2024,2,25269.77
S110,2024,3,26810.5
S110,2024,4,19640.02
S110,2024,5,56851.04
S110,2024,6,48583.7
S110,2024,7,45248.9
S110,2024,8,56234.58
S110,2024,9,25166.86
S110,2024,10,37704.67
S110,2024,11,57240.67
S110,2024,12,68540.71
S110,2025,1,50698.29
S110,2025,2,33300.6
S110,2025,3,48647.35
S110,2025,4,46485.66
S110,2025,5,53673.07
S110,2025,6,33612.89
S110,2025,7,56655.2
S110,2025,8,53903.74
S110,2025,9,36557.97
S110,2025,10,19298.04
S110,2025,11,24775.1
S110,2025,12,31408.01
S111,2021,1,26767.43
S111,2021,2,32084.71
S111,2021,3,23455.43
S111,2021,4,21360.94
S111,2021,5,38135.25
S111,2021,6,23801.79
S111,2021,7,55531.59
S111,2021,8,58672.27
S111,2021,9,49760.07
S111,2021,10,39053.03
S111,2021,11,24094.29
S111,2021,12,31787.19
S111,2022,1,36541.53
S111,2022,2,32916.48
S111,2022,3,39208.4
S111,2022,4,43696.3
S111,2022,5,46219.49
S111,2022,6,37003.17
S111,2022,7,42104.28
S111,2022,8,30467.72
S111,2022,9,43017.8
S111,2022,10,42894.45
S111,2022,11,66817.49
S111,2022,12,50067.1
S111,2023,1,39749.98
S111,2023,2,38661.19
S111,2023,3,58805.97
S111,2023,4,56250.32
S111,2023,5,58700.65
S111,2023,6,39930.03
S111,2023,7,31879.87
S111,2023,8,31245.27
S111,2023,9,38347.32
S111,2023,10,54919.45
S111,2023,11,70123.03
S111,2023,12,41542.2
S111,2024,1,25952.44
S111,2024,2,36496.89
S111,2024,3,24680.95
S111,2024,4,24249.03
S111,2024,5,53421.66
S111,2024,6,41441.85
S111,2024,7,28997.2
S111,2024,8,49299.21
S111,2024,9,40737.29
S111,2024,10,39647.92
S111,2024,11,61413.89
S111,2024,12,21901.56
S111,2025,1,14872.38
S111,2025,2,20249.98
S111,2025,3,38979.13
S111,2025,4,51860.59
S111,2025,5,53976.69
S111,2025,6,23508.54
S111,2025,7,20721.09
S111,2025,8,42301.51
S111,2025,9,51739.36
S111,2025,10,29029.05
S111,2025,11,28683.69
S111,2025,12,59814.54
S112,2021,1,46268.53
S112,2021,2,34714.42
S112,2021,3,48505.33
S112,2021,4,25897.32
S112,2021,5,49340.8
S112,2021,6,17341.0
S112,2021,7,41443.31
S112,2021,8,56568.34
S112,2021,9,22802.5
S112,2021,10,38175.47
S112,2021,11,28552.15
S112,2021,12,72419.26
S112,2022,1,24041.09
S112,2022,2,50623.09
S112,2022,3,28307.53
S112,2022,4,33070.98
S112,2022,5,23848.88
S112,2022,6,18773.14
S112,2022,7,54719.42
S112,2022,8,31036.13
S112,2022,9,23809.97
S112,2022,10,17428.82
S112,2022,11,23172.15
S112,2022,12,32572.24
S112,2023,1,20010.21
S112,2023,2,43673.88
S112,2023,3,28357.47
S112,2023,4,35240.11
S112,2023,5,38977.08
S112,2023,6,45227.34
S112,2023,7,19491.37
S112,2023,8,17135.37
S112,2023,9,59991.74
S112,2023,10,48318.09
S112,2023,11,40592.91
S112,2023,12,51618.23
S112,2024,1,38134.37
S112,2024,2,24716.97
S112,2024,3,35547.83
S112,2024,4,48364.01
S112,2024,5,46856.42
S112,2024,6,25682.14
S112,2024,7,51009.9
S112,2024,8,29649.13
S112,2024,9,54885.54
S112,2024,10,20385.57
S112,2024,11,52164.16
S112,2024,12,76464.58
S112,2025,1,35609.57
S112,2025,2,16509.23
S112,2025,3,33297.43
S112,2025,4,42624.36
S112,2025,5,55717.78
S112,2025,6,27010.53
S112,2025,7,21871.54
S112,2025,8,33763.92
S112,2025,9,45799.62
S112,2025,10,57072.1
S112,2025,11,73165.62
S112,2025,12,66515.95
S113,2021,1,13626.22
S113,2021,2,49917.49
S113,2021,3,56297.31
S113,2021,4,48669.59
S113,2021,5,59199.11
S113,2021,6,32124.09
S113,2021,7,42713.68
S113,2021,8,15777.12
S113,2021,9,55282.72
S113,2021,10,54968.47
S113,2021,11,69214.61
S113,2021,12,62012.55
S113,2022,1,37094.15
S113,2022,2,18871.43
S113,2022,3,26252.64
S113,2022,4,51002.78
S113,2022,5,20557.41
S113,2022,6,39099.63
S113,2022,7,33783.15
S113,2022,8,37655.6
S113,2022,9,20667.56
S113,2022,10,45915.63
S113,2022,11,56519.95
S113,2022,12,48704.45
S113,2023,1,48241.05
S113,2023,2,28130.65
S113,2023,3,44267.26
S113,2023,4,32146.3
S113,2023,5,42822.74
S113,2023,6,50059.35
S113,2023,7,57957.16
S113,2023,8,16371.46
S113,2023,9,23709.87
S113,2023,10,27194.55
S113,2023,11,53016.71
S113,2023,12,74045.32
S113,2024,1,16052.9
S113,2024,2,12898.49
S113,2024,3,30536.82
S113,2024,4,25367.75
S113,2024,5,44792.19
S113,2024,6,43536.52
S113,2024,7,56511.77
S113,2024,8,57623.27
S113,2024,9,30826.28
S113,2024,10,20827.78
S113,2024,11,27261.15
S113,2024,12,56196.89
S113,2025,1,14630.23
S113,2025,2,20447.31
S113,2025,3,21559.53
S113,2025,4,17098.19
S113,2025,5,44042.48
S113,2025,6,35848.62
S113,2025,7,53037.83
S113,2025,8,40148.55
S113,2025,9,42705.81
S113,2025,10,48075.72
S113,2025,11,34364.18
S113,2025,12,30695.41
S114,2021,1,30462.83
S114,2021,2,17420.2
S114,2021,3,42452.71
S114,2021,4,18976.75
S114,2021,5,30060.47
S114,2021,6,55543.54
S114,2021,7,51513.09
S114,2021,8,29903.22
S114,2021,9,59813.22
S114,2021,10,54806.28
S114,2021,11,66466.24
S114,2021,12,20849.48
S114,2022,1,48312.85
S114,2022,2,47692.43
S114,2022,3,57647.63
S114,2022,4,32974.51
S114,2022,5,51270.61
S114,2022,6,16976.3
S114,2022,7,39858.81
S114,2022,8,22807.61
S114,2022,9,57088.63
S114,2022,10,23186.8
S114,2022,11,20248.43
S114,2022,12,65315.78
S114,2023,1,45155.34
S114,2023,2,46655.14
S114,2023,3,26857.05
S114,2023,4,57957.87
S114,2023,5,32961.27
S114,2023,6,59087.86
S114,2023,7,58471.75
S114,2023,8,16874.61
S114,2023,9,41080.73
S114,2023,10,26572.9
S114,2023,11,24380.75
S114,2023,12,48906.57
S114,2024,1,40621.9
S114,2024,2,32068.52
S114,2024,3,34604.32
S114,2024,4,58332.16
S114,2024,5,26681.34
S114,2024,6,16587.47
S114,2024,7,55526.1
S114,2024,8,29815.3
S114,2024,9,52844.89
S114,2024,10,34413.68
S114,2024,11,27370.43
S114,2024,12,49617.16
S114,2025,1,31574.24
S114,2025,2,32206.21
S114,2025,3,37970.27
S114,2025,4,47760.24
S114,2025,5,32141.26
S114,2025,6,34150.56
S114,2025,7,59214.13
S114,2025,8,58949.07
S114,2025,9,43054.81
S114,2025,10,25694.47
S114,2025,11,31551.21
S114,2025,12,58051.61
S115,2021,1,14756.86
S115,2021,2,37503.65
S115,2021,3,54827.21
S115,2021,4,21212.34
S115,2021,5,41621.02
S115,2021,6,54812.44
S115,2021,7,59653.06
S115,2021,8,50971.4
S115,2021,9,54066.13
S115,2021,10,40020.57
S115,2021,11,20033.61
S115,2021,12,35847.37
S115,2022,1,44524.58
S115,2022,2,23348.85
S115,2022,3,48895.63
S115,2022,4,55614.79
S115,2022,5,18583.87
S115,2022,6,40983.8
S115,2022,7,15694.07
S115,2022,8,37902.29
S115,2022,9,24329.15
S115,2022,10,20456.39
S115,2022,11,61680.31
S115,2022,12,34496.53
S115,2023,1,50800.26
S115,2023,2,35197.53
S115,2023,3,59564.78
S115,2023,4,29519.35
S115,2023,5,26065.13
S115,2023,6,22581.98
S115,2023,7,47321.62
S115,2023,8,28043.17
S115,2023,9,18303.8
S115,2023,10,47008.41
S115,2023,11,26639.06
S115,2023,12,46386.68
S115,2024,1,34298.43
S115,2024,2,14577.57
S115,2024,3,31275.93
S115,2024,4,28843.15
S115,2024,5,20766.56
S115,2024,6,25771.58
S115,2024,7,31128.32
S115,2024,8,19183.91
S115,2024,9,48093.75
S115,2024,10,36340.45
S115,2024,11,56916.88
S115,2024,12,67474.3
S115,2025,1,25425.33
S115,2025,2,21205.65
S115,2025,3,44587.86
S115,2025,4,32722.94
S115,2025,5,15352.19
S115,2025,6,40046.69
S115,2025,7,53903.92
S115,2025,8,49161.26
S115,2025,9,33180.54
S115,2025,10,43205.53
S115,2025,11,63270.56
S115,2025,12,43711.48
S116,2021,1,43337.57
S116,2021,2,27284.92
S116,2021,3,44737.33
S116,2021,4,41685.05
S116,2021,5,22505.96
S116,2021,6,49843.43
S116,2021,7,57266.75
S116,2021,8,39065.83
S116,2021,9,23350.71
S116,2021,10,54865.77
S116,2021,11,50243.92
S116,2021,12,29137.85
S116,2022,1,33271.94
S116,2022,2,12811.6
S116,2022,3,49377.38
S116,2022,4,38712.4
S116,2022,5,21941.81
S116,2022,6,31808.25
S116,2022,7,16878.05
S116,2022,8,55422.5
S116,2022,9,38140.77
S116,2022,10,34219.23
S116,2022,11,62058.35
S116,2022,12,59368.24
S116,2023,1,44566.47
S116,2023,2,31299.66
S116,2023,3,33427.69
S116,2023,4,37284.41
S116,2023,5,15831.24
S116,2023,6,57709.05
S116,2023,7,27534.38
S116,2023,8,51076.96
S116,2023,9,24846.49
S116,2023,10,58810.47
S116,2023,11,62442.86
S116,2023,12,53110.13
S116,2024,1,44533.87
S116,2024,2,30916.6
S116,2024,3,21595.17
S116,2024,4,25397.3
S116,2024,5,43628.03
S116,2024,6,18652.24
S116,2024,7,36490.92
S116,2024,8,55375.04
S116,2024,9,45765.56
S116,2024,10,46910.37
S116,2024,11,54582.47
S116,2024,12,28780.48
S116,2025,1,31987.7
S116,2025,2,36566.46
S116,2025,3,27354.21
S116,2025,4,46884.19
S116,2025,5,58441.56
S116,2025,6,18914.35
S116,2025,7,45862.41
S116,2025,8,46758.93
S116,2025,9,28100.97
S116,2025,10,38695.35
S116,2025,11,59508.4
S116,2025,12,76991.47
S117,2021,1,18735.75
S117,2021,2,29723.93
S117,2021,3,49227.58
S117,2021,4,52756.37
S117,2021,5,44336.12
S117,2021,6,50545.9
S117,2021,7,42846.84
S117,2021,8,34098.04
S117,2021,9,30059.03
S117,2021,10,27069.94
S117,2021,11,43266.16
S117,2021,12,65547.13
S117,2022,1,15501.76
S117,2022,2,26450.78
S117,2022,3,43859.67
S117,2022,4,28980.62
S117,2022,5,20021.66
S117,2022,6,33148.61
S117,2022,7,38822.48
S117,2022,8,34204.56
S117,2022,9,57091.44
S117,2022,10,15357.13
S117,2022,11,66823.22
S117,2022,12,52594.88
S117,2023,1,20650.34
S117,2023,2,40917.22
S117,2023,3,51817.94
S117,2023,4,17746.15
S117,2023,5,19961.58
S117,2023,6,50292.75
S117,2023,7,52670.56
S117,2023,8,18863.77
S117,2023,9,48138.37
S117,2023,10,40902.32
S117,2023,11,57654.15
S117,2023,12,28581.18
S117,2024,1,48015.15
S117,2024,2,18280.32
S117,2024,3,38594.65
S117,2024,4,49169.6
S117,2024,5,50634.61
S117,2024,6,24673.49
S117,2024,7,49753.2
S117,2024,8,42009.11
S117,2024,9,36581.88
S117,2024,10,33459.44
S117,2024,11,22355.96
S117,2024,12,56263.13
S117,2025,1,42060.68
S117,2025,2,29422.94
S117,2025,3,46237.1
S117,2025,4,57971.29
S117,2025,5,51200.9
S117,2025,6,54341.01
S117,2025,7,58687.27
S117,2025,8,27356.74
S117,2025,9,50713.52
S117,2025,10,23844.08
S117,2025,11,37050.71
S117,2025,12,19792.97
S118,2021,1,44822.83
S118,2021,2,25511.88
S118,2021,3,24862.81
S118,2021,4,48648.8
S118,2021,5,31862.76
S118,2021,6,54651.49
S118,2021,7,32960.94
S118,2021,8,59404.41
S118,2021,9,36868.67
S118,2021,10,56784.47
S118,2021,11,38588.32
S118,2021,12,35445.09
S118,2022,1,46438.73
S118,2022,2,25948.17
S118,2022,3,41359.67
S118,2022,4,55162.33
S118,2022,5,16840.63
S118,2022,6,55073.89
S118,2022,7,36805.01
S118,2022,8,27029.56
S118,2022,9,48648.24
S118,2022,10,59575.34
S118,2022,11,56530.04
S118,2022,12,27560.49
S118,2023,1,17953.26
S118,2023,2,36814.08
S118,2023,3,48722.41
S118,2023,4,32778.95
S118,2023,5,46354.38
S118,2023,6,50698.88
S118,2023,7,43082.29
S118,2023,8,17833.49
S118,2023,9,41968.54
S118,2023,10,21892.07
S118,2023,11,50546.86
S118,2023,12,76915.9
S118,2024,1,28385.38
S118,2024,2,41012.38
S118,2024,3,56646.9
S118,2024,4,21910.37
S118,2024,5,37559.02
S118,2024,6,48203.84
S118,2024,7,22682.06
S118,2024,8,18847.11
S118,2024,9,54655.84
S118,2024,10,31083.76
S118,2024,11,38277.47
S118,2024,12,71334.91
S118,2025,1,42763.54
S118,2025,2,44819.98
S118,2025,3,24787.86
S118,2025,4,26065.51
S118,2025,5,15882.46
S118,2025,6,37370.73
